Date,AAPL,AMD,NVDA,TSM,AAPL_weight,NVDA_weight,AMD_weight,AAPL_corr,NVDA_corr,AMD_corr,Signal,TSM_MA_50,TSM_MA_200,Trend,Volatility,Vol_Adj,Position_Raw,Position_Size,Position,Position_Change,TSM_Returns,Portfolio_Value,Buy_Hold_Value,Cash,Holdings,Transaction_Costs,Strategy_Returns,Strategy_Cumulative,TSM_Cumulative
2016-02-23,21.46550178527832,1.9700000286102295,0.7708055377006531,18.023141860961914,0.0,0.0,0.0,0.0,0.0,0.0,,,,-1,0.01725700443759834,1.0,0,,0.0,0.0,-0.02337223658962151,100000.0,107388.69436934589,100000.0,0.0,0.0,-0.0,1.0,1.0738869436934588
2016-02-24,21.785137176513672,2.0199999809265137,0.7761719822883606,18.038549423217773,0.0,0.0,0.0,0.0,0.0,0.0,,,,-1,0.01700662255214099,1.0,0,,0.0,0.0,0.0008548766011342579,100000.0,107480.4984513886,100000.0,0.0,0.0,0.0,1.0,1.074804984513886
2016-02-25,21.934755325317383,2.0299999713897705,0.7778794765472412,18.24650764465332,0.0,0.0,0.0,0.0,0.0,0.0,,,,-1,0.01708508198547841,1.0,0,,0.0,0.0,0.011528544593939483,100000.0,108719.59217076428,100000.0,0.0,0.0,0.0,1.0,1.0871959217076428
2016-02-26,21.968759536743164,2.069999933242798,0.7727568745613098,18.308122634887695,0.0,0.0,0.0,0.0,0.0,0.0,,,,-1,0.017011625032694527,1.0,0,,0.0,0.0,0.003376810041368694,100000.0,109086.71758130004,100000.0,0.0,0.0,0.0,1.0,1.0908671758130004
2016-02-29,21.918886184692383,2.140000104904175,0.7677381634712219,18.1386775970459,0.0,0.0,0.0,0.0,0.0,0.0,,,,-1,0.015893570038226036,1.0,0,,0.0,0.0,-0.009255183681089463,100000.0,108077.09997291797,100000.0,0.0,0.0,-0.0,1.0,1.0807709997291797
2016-03-01,22.789386749267578,2.180000066757202,0.8017674684524536,18.932003021240234,0.0,0.0,0.0,0.0,0.0,0.0,,,,-1,0.01835379440509927,1.0,0,,0.0,0.0,0.043736673743158594,100000.0,112804.03283354022,100000.0,0.0,0.0,0.0,1.0,1.1280403283354021
2016-03-02,22.839258193969727,2.319999933242798,0.8064188361167908,18.962804794311523,0.0,0.0,0.0,0.0,0.0,0.0,,,,-1,0.01836649005056038,1.0,0,,0.0,0.0,0.0016269685271406154,100000.0,112987.56144469492,100000.0,0.0,0.0,0.0,1.0,1.1298756144469493
2016-03-03,23.00927734375,2.4600000381469727,0.7993191480636597,18.91659927368164,0.0,0.0,0.0,0.0,0.0,0.0,,,,-1,0.01822447522928007,1.0,0,,0.0,0.0,-0.0024366395757944304,100000.0,112712.25148090627,100000.0,0.0,0.0,-0.0,1.0,1.1271225148090627
2016-03-04,23.351587295532227,2.369999885559082,0.7968710660934448,18.985918045043945,0.0,0.0,0.0,0.0,0.0,0.0,,,,-1,0.018075098339303132,1.0,0,,0.0,0.0,0.0036644414970901096,100000.0,113125.27893246336,100000.0,0.0,0.0,0.0,1.0,1.1312527893246336
2016-03-07,23.093154907226562,2.4700000286102295,0.7917298078536987,19.024423599243164,0.0,0.0,0.0,0.0,0.0,0.0,,,,-1,0.017194152802965965,1.0,0,,0.0,0.0,0.0020281112616131747,100000.0,113354.70958463942,100000.0,0.0,0.0,0.0,1.0,1.1335470958463942
2016-03-08,22.902732849121094,2.299999952316284,0.7772858142852783,18.985918045043945,0.0,0.0,0.0,0.0,0.0,0.0,,,,-1,0.017246618133517206,1.0,0,,0.0,0.0,-0.002024006351538099,100000.0,113125.27893246335,100000.0,0.0,0.0,-0.0,1.0,1.1312527893246336
2016-03-09,22.923137664794922,2.259999990463257,0.7767964005470276,19.055233001708984,0.0,0.0,0.0,0.0,0.0,0.0,,,,-1,0.016904044414317136,1.0,0,,0.0,0.0,0.0036508614700954123,100000.0,113538.28365461167,100000.0,0.0,0.0,0.0,1.0,1.1353828365461167
2016-03-10,22.934471130371094,2.259999990463257,0.7755722403526306,19.055233001708984,0.0,0.0,0.0,0.0,0.0,0.0,,,,-1,0.01651171945828224,1.0,0,,0.0,0.0,0.0,100000.0,113538.28365461167,100000.0,0.0,0.0,0.0,1.0,1.1353828365461167
2016-03-11,23.181562423706055,2.5199999809265137,0.7887921333312988,19.525074005126953,0.0,0.0,0.0,0.0,0.0,0.0,,,,-1,0.016428513744498493,1.0,0,,0.0,0.0,0.02465679655430253,100000.0,116337.77401580813,100000.0,0.0,0.0,0.0,1.0,1.1633777401580814
2016-03-14,23.240497589111328,2.7200000286102295,0.7907507419586182,19.424942016601562,0.0,0.0,0.0,0.0,0.0,0.0,,,,-1,0.016630046773203313,1.0,0,,0.0,0.0,-0.00512837946217759,100000.0,115741.14976487,100000.0,0.0,0.0,-0.0,1.0,1.1574114976487
2016-03-15,23.70749282836914,2.490000009536743,0.7868337631225586,19.163068771362305,0.0,0.0,0.0,0.0,0.0,0.0,,,,-1,0.0137689636742764,1.0,0,,0.0,0.0,-0.013481288387653723,100000.0,114180.80994657117,100000.0,0.0,0.0,-0.0,1.0,1.1418080994657116
2016-03-16,24.0225887298584,2.630000114440918,0.8103359937667847,19.856266021728516,0.0,0.0,0.0,0.0,0.0,0.0,,,,-1,0.01550014704868256,1.0,0,,0.0,0.0,0.03617360343673859,100000.0,118311.14128566405,100000.0,0.0,0.0,0.0,1.0,1.1831114128566405
2016-03-17,23.98406219482422,2.799999952316284,0.8034811615943909,19.84856605529785,0.0,0.0,0.0,0.0,0.0,0.0,,,,-1,0.015526506598947427,1.0,0,,0.0,0.0,-0.0003877852171318974,100000.0,118265.26197405146,100000.0,0.0,0.0,-0.0,1.0,1.1826526197405147
2016-03-18,24.011260986328125,2.930000066757202,0.8277179002761841,20.05652618408203,0.0,0.0,0.0,0.0,0.0,0.0,,,,-1,0.015543319123636231,1.0,0,,0.0,0.0,0.010477337667859965,100000.0,119504.36705813152,100000.0,0.0,0.0,0.0,1.0,1.1950436705813152
2016-03-21,24.00899314880371,2.799999952316284,0.8301659822463989,19.971799850463867,0.0,0.0,0.0,0.0,0.0,0.0,,,,-1,0.015650597928254566,1.0,0,,0.0,0.0,-0.004224377284507419,100000.0,118999.53552453172,100000.0,0.0,0.0,-0.0,1.0,1.189995355245317
2016-03-22,24.19261360168457,2.7899999618530273,0.8286969661712646,19.879369735717773,0.0,0.0,0.0,0.0,0.0,0.0,,,,-1,0.014434558592896512,1.0,0,,0.0,0.0,-0.004628031296034951,100000.0,118448.80194991056,100000.0,0.0,0.0,-0.0,1.0,1.1844880194991056
2016-03-23,24.058856964111328,2.680000066757202,0.8428962826728821,19.779245376586914,0.0,0.0,0.0,0.0,0.0,0.0,,,,-1,0.014583177449674295,1.0,0,,0.0,0.0,-0.005036596253399472,100000.0,117852.22315778998,100000.0,0.0,0.0,-0.0,1.0,1.1785222315778998
2016-03-24,23.954587936401367,2.7899999618530273,0.8441203832626343,19.8177490234375,0.0,0.0,0.0,0.0,0.0,0.0,,,,-1,0.014504768706586792,1.0,0,,0.0,0.0,0.0019466691533218672,100000.0,118081.64244526165,100000.0,0.0,0.0,0.0,1.0,1.1808164244526165
2016-03-28,23.845767974853516,2.7799999713897705,0.8526889085769653,19.740734100341797,0.0,0.0,0.0,0.0,0.0,0.0,,,,-1,0.014617911368637547,1.0,0,,0.0,0.0,-0.0038861589681361552,100000.0,117622.75841150075,100000.0,0.0,0.0,-0.0,1.0,1.1762275841150074
2016-03-29,24.410242080688477,2.859999895095825,0.8663985133171082,20.002607345581055,0.0,0.0,0.0,0.0,0.0,0.0,,,,-1,0.01441940746734783,1.0,0,,0.0,0.0,0.01326562851756985,100000.0,119183.09822979958,100000.0,0.0,0.0,0.0,1.0,1.1918309822979958
2016-03-30,24.8364200592041,2.859999895095825,0.8754563927650452,20.380016326904297,0.0,0.0,0.0,0.0,0.0,0.0,,,,-1,0.01172339145575008,1.0,0,,0.0,0.0,0.018867989297736143,100000.0,121431.84365167047,100000.0,0.0,0.0,0.0,1.0,1.2143184365167046
2016-03-31,24.707202911376953,2.8499999046325684,0.8722739219665527,20.17975616455078,0.0,0.0,0.0,0.0,0.0,0.0,,,,-1,0.012106356246760782,1.0,0,,0.0,0.0,-0.009826300388638298,100000.0,120238.617879203,100000.0,0.0,0.0,-0.0,1.0,1.20238617879203
2016-04-01,24.933895111083984,2.8299999237060547,0.8850042819976807,20.118139266967773,0.0,0.0,0.0,0.0,0.0,0.0,,,,-1,0.012122201114154376,1.0,0,,0.0,0.0,-0.0030534014920977626,100000.0,119871.48110396287,100000.0,0.0,0.0,-0.0,1.0,1.1987148110396286
