Date,AAPL,AMD,NVDA,TSM,Signal,Volatility_Ratio,Volatility_Adjustment,TSM_MA,In_Uptrend,Position,Position_Change,TSM_Returns,Strategy_Returns,TSM_Cumulative,Strategy_Cumulative,Portfolio_Value,Buy_Hold_Value
2016-02-18,21.8214111328125,1.909999966621399,0.7327530384063721,18.33123016357422,,,1.0,,False,0.0,0.0,0.0067679030771918836,0.0,1.102362266138497,1.0,100000.0,110236.2266138497
2016-02-19,21.771533966064453,1.909999966621399,0.742510199546814,18.315828323364258,,,1.0,,False,0.0,0.0,-0.0008401967610752736,-0.0,1.101436064932956,1.0,100000.0,110143.60649329559
2016-02-22,21.961952209472656,2.009999990463257,0.7688539624214172,18.454465866088867,,,1.0,,False,0.0,0.0,0.007569275070555159,0.0,1.1097731374810633,1.0,100000.0,110977.31374810633
2016-02-23,21.465505599975586,1.9700000286102295,0.7708054184913635,18.02313995361328,,,1.0,,False,0.0,0.0,-0.023372440882625134,-0.0,1.0838350304321618,1.0,100000.0,108383.50304321617
2016-02-24,21.785139083862305,2.0199999809265137,0.7761717438697815,18.038545608520508,,,1.0,,False,0.0,0.0,0.0008547708638382279,0.0,1.0847614610373824,1.0,100000.0,108476.14610373824
2016-02-25,21.93475914001465,2.0299999713897705,0.7778793573379517,18.246505737304688,,,1.0,,False,0.0,0.0,0.011528652769320358,0.0,1.097267299259223,1.0,100000.0,109726.7299259223
2016-02-26,21.96875762939453,2.069999933242798,0.7727565765380859,18.308124542236328,,,1.0,,False,0.0,0.0,0.0033770194588909064,0.0,1.100972792280426,1.0,100000.0,110097.2792280426
2016-02-29,21.91888999938965,2.140000104904175,0.7677382230758667,18.138671875,,,1.0,,False,0.0,0.0,-0.00925559943867571,-0.0,1.090782629122198,1.0,100000.0,109078.2629122198
2016-03-01,22.789386749267578,2.180000066757202,0.8017675280570984,18.932003021240234,,,1.0,,False,0.0,0.0,0.0437370030015074,0.0,1.1384901922461077,1.0,100000.0,113849.01922461078
2016-03-02,22.839258193969727,2.319999933242798,0.8064188361167908,18.962810516357422,,,1.0,,False,0.0,0.0,0.0016272707691111776,0.0,1.1403428240568696,1.0,100000.0,114034.28240568696
2016-03-03,23.00927734375,2.4600000381469727,0.7993191480636597,18.916601181030273,,,1.0,,False,0.0,0.0,-0.0024368400078293995,-0.0,1.1375639910405666,1.0,100000.0,113756.39910405666
2016-03-04,23.351587295532227,2.369999885559082,0.7968708872795105,18.985916137695312,,,1.0,,False,0.0,0.0,0.003664239468903485,0.0,1.141732297914941,1.0,100000.0,114173.22979149409
2016-03-07,23.093156814575195,2.4700000286102295,0.7917299866676331,19.02442741394043,,,1.0,,False,0.0,0.0,0.002028412849072625,0.0,1.1440482023782328,1.0,100000.0,114404.82023782328
2016-03-08,22.902727127075195,2.299999952316284,0.7772859930992126,18.985916137695312,,,1.0,,False,0.0,0.0,-0.0020243067193127517,-0.0,1.141732297914941,1.0,100000.0,114173.22979149409
2016-03-09,22.92313575744629,2.259999990463257,0.7767962217330933,19.055234909057617,,,1.0,,False,0.0,0.0,0.003651062759340684,0.0,1.1459008341889947,1.0,100000.0,114590.08341889946
2016-03-10,22.934463500976562,2.259999990463257,0.7755720615386963,19.055234909057617,,,1.0,,False,0.0,0.0,0.0,0.0,1.1459008341889947,1.0,100000.0,114590.08341889946
2016-03-11,23.18156623840332,2.5199999809265137,0.7887922525405884,19.52507209777832,,,1.0,,False,0.0,0.0,0.024656593894697876,0.0,1.1741548457011883,1.0,100000.0,117415.48457011883
2016-03-14,23.24050521850586,2.7200000286102295,0.7907506823539734,19.42494010925293,,,1.0,,False,0.0,0.0,-0.005128379963154406,-0.0,1.1681333335168538,1.0,100000.0,116813.33335168537
2016-03-15,23.70749282836914,2.490000009536743,0.7868338227272034,19.16306495666504,,,1.0,,False,0.0,0.0,-0.013481387902099518,-0.0,1.1523852749263406,1.0,100000.0,115238.52749263406
2016-03-16,24.022594451904297,2.630000114440918,0.8103358745574951,19.856266021728516,,,1.0,,False,0.0,0.0,0.0361738097027311,0.0,1.1940714405657555,1.0,100000.0,119407.14405657555
2016-03-17,23.98405647277832,2.799999952316284,0.8034810423851013,19.848556518554688,,,1.0,,False,0.0,0.0,-0.00038826550598136667,-0.0,1.1936078238137064,1.0,100000.0,119360.78238137065
2016-03-18,24.011259078979492,2.930000066757202,0.8277177810668945,20.0565242767334,,,1.0,,False,0.0,0.0,0.010477727082284227,0.0,1.2061141208349058,1.0,100000.0,120611.41208349058
2016-03-21,24.008987426757812,2.799999952316284,0.8301658034324646,19.971799850463867,,,1.0,,False,0.0,0.0,-0.004224282587577566,-0.0,1.2010191539556314,1.0,100000.0,120101.91539556315
2016-03-22,24.192611694335938,2.7899999618530273,0.8286969661712646,19.879371643066406,,,1.0,,False,0.0,0.0,-0.004627935793944715,-0.0,1.1954609144238268,1.0,100000.0,119546.09144238269
2016-03-23,24.058866500854492,2.680000066757202,0.8428964614868164,19.77924346923828,,,1.0,,False,0.0,0.0,-0.00503678766240323,-0.0,1.1894396316391715,1.0,100000.0,118943.96316391716
2016-03-24,23.954580307006836,2.7899999618530273,0.8441202044487,19.8177490234375,,,1.0,,False,0.0,0.0,0.0019467657728722276,0.0,1.1917551920029443,1.0,100000.0,119175.51920029444
2016-03-28,23.845775604248047,2.7799999713897705,0.8526886701583862,19.74073028564453,,,1.0,,False,0.0,0.0,-0.0038863514570641744,-0.0,1.1871236124760398,1.0,100000.0,118712.36124760399
2016-03-29,24.410242080688477,2.859999895095825,0.8663984537124634,20.002605438232422,,,1.0,,False,0.0,0.0,0.013265727700982,0.0,1.202871671066553,1.0,100000.0,120287.1671066553
2016-03-30,24.836414337158203,2.859999895095825,0.8754565119743347,20.380008697509766,,,1.0,,False,0.0,0.0,0.018867705031864856,0.0,1.2255670989474232,1.0,100000.0,122556.70989474232
2016-03-31,24.70720672607422,2.8499999046325684,0.8722739815711975,20.17975616455078,,,1.0,,False,0.0,0.0,-0.009825929710395753,-0.0,1.2135247627777923,1.0,100000.0,121352.47627777923
2016-04-01,24.933897018432617,2.8299999237060547,0.8850043416023254,20.118141174316406,,,1.0,,False,0.0,0.0,-0.003053306974175052,-0.0,1.2098194991562687,1.0,100000.0,120981.94991562687
2016-04-04,25.190059661865234,2.8299999237060547,0.8764358758926392,19.91017723083496,,,1.0,,False,0.0,0.0,-0.010337135110023987,-0.0,1.197313431534749,1.0,100000.0,119731.3431534749
2016-04-05,24.893091201782227,2.759999990463257,0.8752116560935974,19.64830207824707,,,1.0,,False,0.0,0.0,-0.013152828804674055,-0.0,1.1815653729442355,1.0,100000.0,118156.53729442354
2016-04-06,25.15379524230957,2.799999952316284,0.8764358758926392,19.733034133911133,,,1.0,18.642552108764647,True,0.0,0.0,0.004312436531493935,0.0,1.1866607986228686,1.0,100000.0,118666.07986228686
2016-04-07,24.605194091796875,2.640000104904175,0.8673776388168335,19.54047393798828,,,1.0,18.700780715942383,True,0.0,0.0,-0.009758265992756643,-0.0,1.1750810469067297,1.0,100000.0,117508.10469067296
2016-04-08,24.632394790649414,2.740000009536743,0.8730083107948303,19.471153259277344,,,1.0,18.756236572265625,True,0.0,0.0,-0.003547543367214523,-0.0,1.1709123959328362,1.0,100000.0,117091.23959328362
2016-04-11,24.714006423950195,2.759999990463257,0.8783942461013794,19.64830207824707,,,1.0,18.816005630493166,True,0.0,0.0,0.009098013692913742,0.0,1.1815653729442357,1.0,100000.0,118156.53729442357
2016-04-12,25.035905838012695,2.809999942779541,0.8774151802062988,19.694520950317383,,,1.0,18.86560779571533,True,0.0,0.0,0.0023523087077066407,0.0,1.184344779459737,1.0,100000.0,118434.4779459737
2016-04-13,25.39861488342285,2.799999952316284,0.8994482159614563,20.156652450561523,,,1.0,18.922758178710936,True,0.0,0.0,0.023464977970773848,0.0,1.2121354036195608,1.0,100000.0,121213.54036195608
2016-04-14,25.412214279174805,2.7200000286102295,0.901896595954895,19.486555099487305,,,1.0,18.964966163635253,True,0.0,0.0,-0.03324447612111059,-0.0,1.1718385971383776,1.0,100000.0,117183.85971383775
2016-04-15,24.902158737182617,2.700000047683716,0.9089961647987366,19.60978889465332,,,1.0,19.004093322753906,True,0.0,0.0,0.006324042117082929,0.0,1.179249353781104,1.0,100000.0,117924.9353781104
2016-04-18,24.364896774291992,2.759999990463257,0.905079185962677,19.64060401916504,,,1.0,19.03906135559082,True,0.0,0.0,0.001571415412846111,0.0,1.1811024443912244,1.0,100000.0,118110.24443912244
2016-04-19,24.23568344116211,2.619999885559082,0.8889214992523193,19.37872886657715,,,1.0,19.076185836791993,True,0.0,0.0,-0.013333355345505504,-0.0,1.165354385800711,1.0,100000.0,116535.43858007109
2016-04-20,24.285552978515625,2.700000047683716,0.8923488855361938,19.34792137145996,,,1.0,19.111924057006835,True,0.0,0.0,-0.0015897583029980122,-0.0,1.163501753989949,1.0,100000.0,116350.1753989949
2016-04-21,24.022594451904297,2.619999885559082,0.8913694620132446,19.37872886657715,,,1.0,19.15197551727295,True,0.0,0.0,0.0015922896587037272,0.0,1.165354385800711,1.0,100000.0,116535.43858007109
2016-04-22,23.956851959228516,3.990000009536743,0.8879421949386597,19.309406280517578,0.05215953483245794,,1.0,19.194645614624022,True,1.0,1.0,-0.0035772514563188196,-0.0,1.161185620126978,1.0,100000.0,116118.56201269779
2016-04-25,23.820837020874023,3.450000047683716,0.8923488855361938,19.263195037841797,0.15963449731489796,,1.0,19.24101287841797,True,1.0,0.0,-0.0023931985274143752,-0.0033931985274143752,1.1584066724108353,0.9966068014725856,99660.68014725856,115840.66724108353
2016-04-26,23.655353546142578,3.6600000858306885,0.8930831551551819,19.263195037841797,0.119916752073587,,1.0,19.283683090209962,False,1.0,0.0,0.0,0.0,1.1584066724108353,0.9966068014725856,99660.68014725856,115840.66724108353
2016-04-27,22.175050735473633,3.7300000190734863,0.9134029150009155,19.44805145263672,0.09918381076689164,,1.0,19.313105545043946,True,1.0,0.0,0.009596352756216175,0.009596352756216175,1.1695231514744442,1.006170591898761,100617.05918987609,116952.31514744442
2016-04-28,21.49724006652832,3.609999895095825,0.8862284421920776,18.608510971069336,0.0707996577911722,,1.0,19.321115760803224,False,1.0,0.0,-0.04316835975120581,-0.04316835975120581,1.1190367553342315,0.9627358578165915,96273.58578165916,111903.67553342316
2016-04-29,21.250141143798828,3.549999952316284,0.8698258996009827,18.16948127746582,0.05555001845115664,,1.0,19.317880783081055,False,1.0,0.0,-0.02359295132673833,-0.02359295132673833,1.0926353756327998,0.940022077582619,94002.2077582619,109263.53756327998
2016-05-02,21.227479934692383,3.740000009536743,0.8813321590423584,18.246505737304688,0.028115490433443056,,1.0,19.316494331359863,False,1.0,0.0,0.004239221729152698,0.004239221729152698,1.0972672992592232,0.9440070395997905,94400.70395997904,109726.72992592232
2016-05-03,21.57657814025879,3.5999999046325684,0.870805025100708,17.961524963378906,0.040962713257759645,,1.0,19.306635513305665,False,1.0,0.0,-0.015618375267498097,-0.015618375267498097,1.0801297668106384,0.929263183400161,92926.3183400161,108012.97668106384
2016-05-04,21.352155685424805,3.5999999046325684,0.8509750962257385,18.038545608520508,0.06051247325112026,,1.0,19.306943626403807,False,1.0,0.0,0.004288090532325928,0.004288090532325928,1.0847614610373826,0.9332479480589383,93324.79480589383,108476.14610373825
2016-05-05,21.265485763549805,3.6600000858306885,0.8561161756515503,18.100162506103516,0.048303534508773296,,1.0,19.30817596435547,False,1.0,0.0,0.003415846206243023,0.003415846206243023,1.0884668393587458,0.9364357795217995,93643.57795217994,108846.68393587458
2016-05-06,21.14689064025879,3.680000066757202,0.8649296164512634,18.030845642089844,0.07289390298922716,,1.0,19.30386276245117,False,1.0,0.0,-0.003829626611932202,-0.003829626611932202,1.0842984177845318,0.9328495801401773,93284.95801401773,108429.84177845318
2016-05-09,21.162857055664062,3.6500000953674316,0.8637055158615112,18.00003433227539,0.07126376626584677,,1.0,19.29770095825195,False,1.0,0.0,-0.0017088111354316426,-0.0017088111354316426,1.0824455565740907,0.931255516389951,93125.5516389951,108244.55565740907
2016-05-10,21.306541442871094,3.640000104904175,0.8803526163101196,18.015439987182617,0.06578193813641364,,1.0,19.295236320495604,False,1.0,0.0,0.0008558680846293409,0.0008558680846293409,1.0833719871793113,0.9320525482650641,93205.25482650641,108337.19871793113
2016-05-11,21.0989990234375,3.6500000953674316,0.8828009963035583,17.88450050354004,0.0658326530629715,,1.0,19.2742862701416,False,1.0,0.0,-0.007268181278710761,-0.007268181278710761,1.0754978431842148,0.9252782213829893,92527.82213829893,107549.78431842149
2016-05-12,20.604080200195312,3.5899999141693115,0.870805025100708,17.70734977722168,0.0446896022968428,,1.0,19.249177055358885,False,1.0,0.0,-0.009905265527728524,-0.009905265527728524,1.0648447514729757,0.9161130949131664,91611.30949131664,106484.47514729758
2016-05-13,20.64512825012207,3.6700000762939453,1.0032498836517334,17.576412200927734,0.020327329575746254,,1.0,19.222373275756837,False,1.0,0.0,-0.007394532662498121,-0.007394532662498121,1.0569707221777191,0.9093388667102887,90933.88667102887,105697.07221777191
2016-05-16,21.41145133972168,3.7899999618530273,1.0328720808029175,17.79977798461914,0.06697015402601833,,1.0,19.198650512695313,False,1.0,0.0,0.012708269534075667,0.012708269534075667,1.0704029910047803,0.920894990126254,92089.4990126254,107040.29910047803
2016-05-17,21.322509765625,3.7899999618530273,1.0350757837295532,17.676542282104492,0.1065099695738464,,1.0,19.171692810058595,False,1.0,0.0,-0.00692344042836579,-0.00692344042836579,1.062992119662214,0.9145192285213344,91451.92285213344,106299.21196622141
2016-05-18,21.56654167175293,3.8399999141693115,1.061515212059021,18.115562438964844,0.1095729218808302,0.9647368915042316,1.0,19.154285736083985,False,1.0,0.0,0.024836314130553205,0.024836314130553205,1.0893929258644475,0.9372325153593214,93723.25153593214,108939.29258644475
2016-05-19,21.48443603515625,3.7699999809265137,1.0661672353744507,17.907608032226562,0.12549396040611235,0.973032561185177,1.0,19.131333198547363,False,1.0,0.0,-0.011479323782461859,-0.011479323782461859,1.076887431742126,0.9264737198560606,92647.37198560606,107688.74317421259
2016-05-20,21.71707534790039,3.869999885559082,1.0852627754211426,18.415956497192383,0.12318641830736575,1.0967059424418313,1.0,19.118547630310058,False,1.0,0.0,0.028387290142323662,0.028387290142323662,1.1074573477176115,0.9527737981508525,95277.37981508525,110745.73477176116
2016-05-23,21.99303436279297,4.039999961853027,1.0869766473770142,18.693235397338867,0.07458852832419822,1.1304770512994755,1.0,19.10191089630127,False,1.0,0.0,0.015056448476556517,0.015056448476556517,1.1241317222135057,0.9671191877525239,96711.91877525239,112413.17222135057
2016-05-24,22.328304290771484,4.199999809265137,1.113362193107605,18.847278594970703,0.11260148462637506,1.1397455417084985,1.0,19.090357666015624,False,1.0,0.0,0.008240585129194233,0.008240585129194233,1.1333952253668338,0.9750888157492758,97508.88157492758,113339.52253668338
2016-05-25,22.72059440612793,4.179999828338623,1.1086986064910889,18.962810516357422,0.12928112660599508,1.1355780879502022,1.0,19.08635257720947,False,1.0,0.0,0.006129899380674875,0.006129899380674875,1.1403428240568698,0.9810660120770403,98106.60120770402,114034.28240568699
2016-05-26,22.900768280029297,4.349999904632568,1.120479941368103,19.093748092651367,0.14121195841465833,0.9106619878168343,1.0,19.071102218627928,True,1.0,0.0,0.0069049667601222,0.0069049667601222,1.1482168533521264,0.9878402402799179,98784.02402799179,114821.68533521265
2016-05-27,22.887086868286133,4.599999904632568,1.1266164779663086,19.101449966430664,0.17618759408068355,0.8185260710319106,1.0,19.05616008758545,True,1.0,0.0,0.00040337149845726117,0.00040337149845726117,1.148680011304817,0.988238706877876,98823.8706877876,114868.0011304817
2016-05-31,22.77532958984375,4.570000171661377,1.1467432975769043,19.039833068847656,0.19792709084214627,0.8293950692873628,1.0,19.035826263427733,True,1.0,0.0,-0.0032257706975802325,-0.0032257706975802325,1.1449746329834538,0.9850508754150147,98505.08754150147,114497.46329834538
2016-06-01,22.456024169921875,4.429999828338623,1.1489522457122803,19.44805145263672,0.18961698951715333,0.8324619922617141,1.0,19.025351295471193,True,1.0,0.0,0.021440229140295086,0.021440229140295086,1.1695231514744444,1.006170591898761,100617.05918987609,116952.31514744445
2016-06-02,22.287256240844727,4.239999771118164,1.1570523977279663,19.39413070678711,0.17371856093846605,0.8452951282696994,1.0,19.015646476745605,True,1.0,0.0,-0.002772552611809309,-0.002772552611809309,1.1662805870062525,1.0033809309962662,100338.09309962663,116628.05870062525
2016-06-03,22.33287239074707,4.159999847412109,1.140852689743042,19.66370964050293,0.18035736466429753,0.8665239560644956,1.0,19.0133358001709,True,1.0,0.0,0.013900026651954,0.013900026651954,1.182491918249296,1.0173279526791768,101732.79526791768,118249.19182492958
2016-06-06,22.494800567626953,4.46999979019165,1.1349618434906006,19.61749839782715,0.1714737585518199,0.86794042756767,1.0,19.00933078765869,True,1.0,0.0,-0.00235007755508132,-0.00235007755508132,1.1797129705331533,1.0149371530914286,101493.71530914286,117971.29705331533
2016-06-07,22.586034774780273,4.510000228881836,1.1371707916259766,20.07192611694336,0.19237735253670019,0.9183416542795578,1.0,19.015954704284667,True,1.0,0.0,0.0231644070972139,0.0231644070972139,1.2070403220404466,1.0384475704837257,103844.75704837257,120704.03220404466
2016-06-08,22.56549835205078,4.460000038146973,1.1334885358810425,20.27988624572754,0.1839008616499293,0.9225851827768228,1.0,19.02150032043457,True,1.0,0.0,0.010360746027688661,0.010360746027688661,1.2195461602622872,1.049206662024578,104920.6662024578,121954.61602622873
2016-06-09,22.727434158325195,4.519999980926514,1.1629431247711182,20.202863693237305,0.16466565178675957,0.9115361460230512,1.0,19.01795742034912,True,1.0,0.0,-0.0037979775407498417,-0.0037979775407498417,1.2149143513357035,1.0452217986866035,104522.17986866034,121491.43513357035
2016-06-10,22.540414810180664,4.320000171661377,1.1339800357818604,19.917888641357422,0.1897504756739097,0.9387407184112255,1.0,19.012720069885255,True,1.0,0.0,-0.014105676116365373,-0.014105676116365373,1.1977771629866378,1.0304782385245654,103047.82385245654,119777.71629866378
2016-06-13,22.200584411621094,4.400000095367432,1.1484615802764893,19.74073028564453,0.17026139527891365,0.9486232337827601,1.0,19.005171852111815,True,1.0,0.0,-0.00889443449066385,-0.00889443449066385,1.18712361247604,1.021312717337954,102131.2717337954,118712.361247604
2016-06-14,22.227954864501953,4.389999866485596,1.1506702899932861,19.694520950317383,0.13167455262695207,0.953565340327603,1.0,19.000858726501466,True,1.0,0.0,-0.0023408118473079442,-0.0023408118473079442,1.184344779459737,1.018922016429403,101892.2016429403,118434.4779459737
2016-06-15,22.154972076416016,4.420000076293945,1.1624523401260376,19.902481079101562,0.09929680969234676,0.9366605595902443,1.0,19.005942306518556,True,1.0,0.0,0.010559288510179732,0.010559288510179732,1.1968506176815776,1.0296811079702552,102968.11079702553,119685.06176815776
2016-06-16,22.248483657836914,4.75,1.167115330696106,19.917888641357422,0.10702504689582606,0.8812710582513171,1.0,19.00963939666748,True,1.0,0.0,0.0007741528402727127,0.0007741528402727127,1.197777162986638,1.0304782385245657,103047.82385245657,119777.7162986638
2016-06-17,21.742156982421875,5.260000228881836,1.1467432975769043,19.91017723083496,0.11661100952863881,0.8422124356373117,1.0,19.017033462524413,True,1.0,0.0,-0.0003871600379594664,-0.0003871600379594664,1.1973134315347491,1.030079278530622,103007.92785306221,119731.34315347491
2016-06-20,21.689701080322266,5.099999904632568,1.1673612594604492,20.31068992614746,0.13444161760158127,0.7874855352595237,1.0,19.033824195861815,True,1.0,0.0,0.020115978409886992,0.020115978409886992,1.2213985626733699,1.050800331058016,105080.0331058016,122139.85626733699
2016-06-21,21.87444496154785,5.449999809265137,1.160243272781372,20.480144500732422,0.1131226818822027,0.7736886469654828,1.0,19.050461044311522,True,1.0,0.0,0.008343122523219115,0.008343122523219115,1.2315888405314375,1.0595672869674724,105956.72869674723,123158.88405314375
2016-06-22,21.792335510253906,5.019999980926514,1.1592614650726318,20.441633224487305,0.1222041792261899,0.7827815105632774,1.0,19.065403289794922,True,1.0,0.0,-0.001880420142726047,-0.001880420142726047,1.2292729360681456,1.0575748552984852,105757.48552984852,122927.29360681456
2016-06-23,21.917774200439453,5.210000038146973,1.1901882886886597,20.64959144592285,0.07241094959157326,0.7906474525869955,1.0,19.07526206970215,True,1.0,0.0,0.010173268405306857,0.010173268405306857,1.2417786595901465,1.0683338481601403,106833.38481601403,124177.86595901466
2016-06-24,21.301984786987305,4.880000114440918,1.1224435567855835,19.77924346923828,0.08370918363529797,1.1210142000410757,1.0,19.08111583709717,True,1.0,0.0,-0.04214843567069293,-0.04214843567069293,1.189439631639172,1.0233052476861388,102330.52476861389,118943.9631639172
2016-06-27,20.991798400878906,4.71999979019165,1.1104167699813843,19.8983154296875,0.026375228636071148,1.119382545384798,1.0,19.086886367797852,True,1.0,0.0,0.006020046248705446,0.006020046248705446,1.196600113231683,1.0294655926037524,102946.55926037523,119660.0113231683
2016-06-28,21.345317840576172,5.119999885559082,1.1266164779663086,20.186004638671875,-0.0025637515595681587,1.1308542461814854,1.0,19.097794380187988,True,1.0,0.0,0.01445796806272126,0.01445796806272126,1.2139005194526353,1.044349573263288,104434.95732632879,121390.05194526353
2016-06-29,21.530059814453125,5.130000114440918,1.1450251340866089,20.617530822753906,0.02862212077642159,1.1279651357892653,1.0,19.122570419311522,True,1.0,0.0,0.02137749355587304,0.02137749355587304,1.239850669984705,1.0666751495358027,106667.51495358026,123985.06699847049
2016-06-30,21.803741455078125,5.139999866485596,1.153861165046692,20.96115493774414,0.052065132792573555,1.1430401639199967,1.0,19.154835090637206,True,1.0,0.0,0.016666598825258117,0.016666598825258117,1.2605147637045675,1.084452996329988,108445.29963299881,126051.47637045674
2016-07-01,21.869876861572266,5.070000171661377,1.1452707052230835,21.200895309448242,0.06679243399766989,1.1348047486974775,1.0,19.19127841949463,True,1.0,0.0,0.011437364611642131,0.011437364611642131,1.2749317306554147,1.0968562806532018,109685.62806532018,127493.17306554147
2016-07-05,21.66461181640625,4.960000038146973,1.1622065305709839,20.985130310058594,0.07802179475665985,1.1526749407360157,1.0,19.22479290008545,True,1.0,0.0,-0.01017716451311812,-0.01017716451311812,1.26195654068954,1.0856933938377473,108569.33938377473,126195.65406895401
2016-07-06,21.787776947021484,5.039999961853027,1.1695703268051147,20.89722442626953,0.05336881687840022,1.1002971825545953,1.0,19.257473487854003,True,1.0,0.0,-0.004188960587341528,-0.004188960587341528,1.2566702544776538,1.0811454670010239,108114.5467001024,125667.02544776538
2016-07-07,21.881282806396484,5.019999980926514,1.2000060081481934,21.025087356567383,0.057072165096314804,1.0898826771340067,1.0,19.292711334228514,True,1.0,0.0,0.006118656128184963,0.006118656128184963,1.2643593876313213,1.087760624338149,108776.0624338149,126435.93876313213
2016-07-08,22.050060272216797,5.099999904632568,1.2481141090393066,21.3607177734375,0.0642812054438032,1.1068671498751732,1.0,19.330964660644533,True,1.0,0.0,0.01596333043369169,0.01596333043369169,1.2845427743230202,1.1051249066172177,110512.49066172178,128454.27743230203
2016-07-11,22.118478775024414,5.010000228881836,1.276832103729248,21.736312866210938,0.06973985279645323,1.0874067520157316,1.0,19.393520698547363,True,1.0,0.0,0.017583449056215672,0.017583449056215672,1.307129466755859,1.1245568141134767,112455.68141134767,130712.9466755859
2016-07-12,22.218830108642578,5.139999866485596,1.295976996421814,21.552509307861328,0.09078562325318856,1.0833026967753636,1.0,19.461181259155275,True,1.0,0.0,-0.008456059658366932,-0.008456059658366932,1.2960763020037622,1.1150474946041102,111504.74946041103,129607.63020037622
2016-07-13,22.09339141845703,5.090000152587891,1.2954860925674438,21.488576889038086,0.10809477371698051,1.0816340061150775,1.0,19.526022682189943,True,1.0,0.0,-0.0029663561634525326,-0.0029663561634525326,1.2922316780770087,1.111739866595949,111173.9866595949,129223.16780770087
2016-07-14,22.531293869018555,5.170000076293945,1.308740496635437,21.66438865661621,0.10325511396791437,1.076012142881914,1.0,19.60007995605469,True,1.0,0.0,0.008181638481039366,0.008181638481039366,1.3028042505007815,1.120835720269396,112083.5720269396,130280.42505007815
2016-07-15,22.529006958007812,5.139999866485596,1.293522834777832,21.584474563598633,0.12802011507462605,1.0803232101779827,1.0,19.67099853515625,True,1.0,0.0,-0.0036887305838271267,-0.0036887305838271267,1.2979985566172194,1.1167012592685923,111670.12592685923,129799.85566172194
2016-07-18,22.76848602294922,5.510000228881836,1.300149917602539,22.087926864624023,0.10573613080462912,1.1191207629954971,1.0,19.75075382232666,True,1.0,0.0,0.023324742028904666,0.023324742028904666,1.3282740381042066,1.1427480280643851,114274.80280643851,132827.40381042066
