Date,ASML_Direct_Momentum_Fixed_Cumulative,ASML_Direct_Momentum_Fixed_Returns,ASML_w/_Supplier_Confirmation_Cumulative,ASML_w/_Supplier_Confirmation_Returns,Adaptive_Momentum_Cumulative,Adaptive_Momentum_Returns,ASML_Buy_and_Hold_Benchmark_Cumulative,ASML_Buy_and_Hold_Benchmark_Returns
2025-01-22,1.1842642213859773,0.004862523143239095,1.1842642213859773,0.004862523143239095,0.8272063088850063,0.004862523143239095,1.1494491771791377,0.004862523143239095
2025-01-23,1.1526459671463676,-0.026698648552099358,1.1526459671463676,-0.026698648552099358,0.8051210183640062,-0.026698648552099358,1.1187604375691322,-0.026698648552099358
2025-01-24,1.1310369050607956,-0.018747354089191925,1.1310369050607956,-0.018747354089191925,0.7900271295480854,-0.018747354089191925,1.0977866395050444,-0.018747354089191925
2025-01-27,1.066009087633436,-0.05749398373863335,1.066009087633436,-0.05749398373863335,0.7446053226087685,-0.05749398373863335,1.0346705123048525,-0.05749398373863335
2025-01-28,1.0555056461107308,-0.009853050639580418,1.0555056461107308,-0.009853050639580418,0.7372686886586033,-0.009853050639580418,1.0244758513518322,-0.009853050639580418
2025-01-29,1.1007627273827731,0.04287715697097694,1.1007627273827731,0.04287715697097694,0.7365314199699446,-0.001,1.0684024632432199,0.04287715697097694
2025-01-30,1.138358419972045,0.03415422020934611,1.138358419972045,0.03415422020934611,0.7365314199699446,0.0,1.1048929162450365,0.03415422020934611
2025-01-31,1.1419419896290965,0.0031480152421059504,1.1419419896290965,0.0031480152421059504,0.7365314199699446,0.0,1.1083711359862707,0.0031480152421059504
2025-02-03,1.1291988646587725,-0.011159170155800036,1.1291988646587725,-0.011159170155800036,0.7275758091094371,-0.012159170155800036,1.0960026338840225,-0.011159170155800036
2025-02-04,1.1297395599530917,0.00047883088731470735,1.1297395599530917,0.00047883088731470735,0.7279241948797017,0.00047883088731470735,1.0965274337977045,0.00047883088731470735
2025-02-05,1.1470082122160732,0.01528551612700757,1.1470082122160732,0.01528551612700757,0.7390508918997744,0.01528551612700757,1.1132884215707255,0.01528551612700757
2025-02-06,1.1416638851316485,-0.004659362528973698,1.1416638851316485,-0.004659362528973698,0.735607385867052,-0.004659362528973698,1.1081012072153187,-0.004659362528973698
2025-02-07,1.124009103523648,-0.01546407996077126,1.124009103523648,-0.01546407996077126,0.7348717784811849,-0.001,1.0909654415423138,-0.01546407996077126
2025-02-10,1.1493096649377657,0.022509213968822106,1.1493096649377657,0.022509213968822106,0.7348717784811849,0.0,1.1155222160985803,0.022509213968822106
2025-02-11,1.1655158666514625,0.014100813912997445,1.1655158666514625,0.014100813912997445,0.7348717784811849,0.0,1.1312519872836009,0.014100813912997445
2025-02-12,1.170453696710357,0.004236604751749029,1.170453696710357,0.004236604751749029,0.7348717784811849,0.0,1.136044654828352,0.004236604751749029
2025-02-13,1.2026802212590664,0.02753336132756412,1.2026802212590664,0.02753336132756412,0.7543703969090557,0.02653336132756412,1.1673237827939889,0.02753336132756412
2025-02-14,1.163302451801139,-0.03274167876204326,1.163302451801139,-0.03274167876204326,0.7296710437058643,-0.03274167876204326,1.129103642486455,-0.03274167876204326
